nan,0.000000000000000000e+00
4.000000000000000222e-01,4.206038465921740910e-01
4.051075268817204700e-01,4.425027900770762690e-01
4.102150537634408622e-01,4.654767980993875787e-01
4.153225806451613100e-01,4.880719448736084987e-01
4.204301075268817578e-01,5.099840142495745132e-01
4.255376344086021501e-01,5.315400272031836071e-01
4.306451612903225978e-01,5.537265939322009167e-01
4.357526881720430456e-01,5.757855891968421957e-01
4.408602150537634934e-01,5.944682879219984617e-01
4.459677419354838857e-01,6.076278941860110416e-01
4.510752688172043334e-01,6.172760804733206097e-01
4.561827956989247257e-01,6.274039577301991910e-01
4.612903225806451735e-01,6.404538549647862400e-01
4.663978494623656212e-01,6.563955952553084394e-01
4.715053763440860690e-01,6.727659937728293071e-01
4.766129032258064613e-01,6.863049398213326713e-01
4.817204301075269091e-01,6.944969335752809725e-01
4.868279569892473568e-01,6.963697056778765937e-01
4.919354838709677491e-01,6.922250230201865140e-01
4.970430107526881969e-01,6.834577237662258220e-01
5.021505376344086446e-01,6.720639817227533896e-01
5.072580645161290924e-01,6.600732886553988266e-01
5.123655913978495402e-01,6.502645182170612159e-01
5.174731182795698770e-01,6.476780807027100462e-01
5.225806451612903247e-01,6.548176165057408848e-01
5.276881720430107725e-01,6.653484804659368645e-01
5.327956989247312203e-01,6.724678797254084461e-01
5.379032258064516681e-01,6.785112564623470011e-01
5.430107526881720048e-01,6.865539293737122906e-01
5.481182795698924526e-01,6.926938681661463093e-01
5.532258064516129004e-01,6.930989094640789272e-01
5.583333333333333481e-01,6.873750275767048779e-01
5.634408602150537959e-01,6.765618164328898176e-01
5.685483870967742437e-01,6.616946738738498368e-01
5.736559139784946915e-01,6.435551081931735196e-01
5.787634408602151392e-01,6.226461189767255044e-01
5.838709677419355870e-01,5.992794997518871014e-01
5.889784946236559238e-01,5.735759120308862036e-01
5.940860215053763715e-01,5.455235810611186453e-01
5.991935483870968193e-01,5.152779945767318459e-01
6.043010752688172671e-01,4.837335112209613097e-01
6.094086021505376038e-01,4.511981866949786313e-01
6.145161290322580516e-01,4.116797425892926854e-01
6.196236559139784994e-01,3.627205590048313555e-01
6.247311827956989472e-01,3.558069394284004705e-01
6.298387096774193949e-01,4.487793153625731501e-01
6.349462365591398427e-01,5.545453806015560039e-01
6.400537634408602905e-01,6.144923415319849536e-01
6.451612903225807383e-01,6.238502668126127970e-01
6.502688172043011861e-01,5.913186885314336561e-01
6.553763440860215228e-01,5.168003847783916305e-01
6.604838709677419706e-01,3.728453558697116255e-01
6.655913978494624184e-01,2.363801480244614450e-01
6.706989247311827551e-01,5.899964280475208378e-01
6.758064516129032029e-01,6.780551481233667577e-01
6.809139784946236507e-01,6.415149735184386692e-01
6.860215053763440984e-01,5.895072812155323083e-01
6.911290322580645462e-01,5.363375966936178019e-01
6.962365591397849940e-01,4.841178111709860121e-01
7.013440860215054418e-01,4.333927660098687018e-01
7.064516129032258895e-01,3.846783478994657557e-01
7.115591397849463373e-01,3.386583472095464620e-01
7.166666666666667851e-01,2.960172307646936618e-01
7.217741935483871218e-01,2.573541039633271410e-01
7.268817204301075696e-01,2.231593055333789821e-01
7.319892473118280174e-01,1.937905435732020232e-01
7.370967741935483541e-01,1.694755809240486577e-01
7.422043010752688019e-01,1.503218308483579013e-01
7.473118279569892497e-01,1.362614207842392788e-01
7.524193548387096975e-01,1.270601969467917702e-01
7.575268817204301453e-01,1.223670498524864897e-01
7.626344086021505930e-01,1.217757394723378156e-01
7.677419354838710408e-01,1.248021091160655127e-01
7.728494623655914886e-01,1.309182315061434287e-01
7.779569892473119364e-01,1.396250843655985063e-01
7.830645161290323841e-01,1.504570996217347578e-01
7.881720430107527209e-01,1.629469738828260017e-01
7.932795698924731687e-01,1.766944806637068821e-01
7.983870967741936164e-01,1.913400978379359296e-01
8.034946236559139532e-01,2.065569204175891072e-01
8.086021505376344010e-01,2.221015114366488297e-01
8.137096774193548487e-01,2.377566801274849928e-01
8.188172043010752965e-01,2.533322983508142778e-01
8.239247311827957443e-01,2.687105546877804341e-01
8.290322580645161921e-01,2.837637433085550276e-01
8.341397849462366398e-01,2.984180434342812993e-01
8.392473118279570876e-01,3.125975418940529216e-01
8.443548387096775354e-01,3.262863996236459174e-01
8.494623655913978721e-01,3.394436537502279472e-01
8.545698924731183199e-01,3.520478566214315097e-01
8.596774193548387677e-01,3.640898849841356366e-01
8.647849462365592155e-01,3.755942393906070986e-01
8.698924731182795522e-01,3.865296624582638119e-01
8.750000000000000000e-01,3.968994054329152976e-01
8.801075268817204478e-01,4.067162022482893602e-01
8.852150537634408956e-01,4.160481263928929030e-01
8.903225806451613433e-01,4.248706602826797796e-01
8.954301075268817911e-01,4.331971095252276083e-01
9.005376344086022389e-01,4.410492225681236222e-01
9.056451612903226867e-01,4.484423011154280436e-01
9.107526881720430234e-01,4.553945221173234525e-01
9.158602150537634712e-01,4.619111421769588888e-01
9.209677419354839190e-01,4.680366449964147857e-01
9.260752688172043667e-01,4.738001661470838122e-01
9.311827956989248145e-01,4.791619010509541865e-01
9.362903225806452623e-01,4.841292473499759774e-01
9.413978494623655990e-01,4.887363538039644073e-01
9.465053763440860468e-01,4.930195901832833405e-01
9.516129032258064946e-01,4.969598006374901233e-01
9.567204301075269424e-01,5.005391275973620768e-01
9.618279569892473901e-01,5.037613062818224741e-01
9.669354838709678379e-01,5.066135766364218140e-01
9.720430107526881747e-01,5.090732027417038674e-01
9.771505376344086224e-01,5.111034560462438536e-01
9.822580645161290702e-01,5.126454746139055274e-01
9.873655913978495180e-01,5.136265467273741780e-01
9.924731182795699658e-01,5.139733280809275495e-01
9.975806451612904135e-01,5.136307788023495302e-01
1.002688172043010972e+00,5.128003783296559703e-01
1.007795698924731198e+00,5.129053820039648492e-01
1.012903225806451646e+00,5.175966779610836621e-01
1.018010752688172094e+00,5.285721856814680208e-01
1.023118279569892541e+00,5.393354666599297076e-01
1.028225806451612989e+00,5.454293001640611038e-01
1.033333333333333437e+00,5.481703393856391937e-01
