,period,thickness,filling,mean_energy,diff_energy
0,400.0,20.0,0.7,1.680729334438404,0.12187096207025627
1,400.0,20.0,0.8,1.6530122044649747,0.12564517524644736
2,450.0,20.0,0.7,1.5762248027284047,0.08686579385440352
3,450.0,20.0,0.8,1.5671154109809176,0.12927015531157537
4,500.0,20.0,0.7,1.5003247849843282,0.09372814812446029
5,500.0,20.0,0.8,1.485733616635645,0.10790088441560775
6,550.0,20.0,0.7,1.4482412959926723,0.09982682679822208
7,550.0,20.0,0.8,1.411458826171087,0.10471511901478481
8,600.0,20.0,0.7,1.379983048832484,0.11712461144563635
