nan,-5.000000000000000000e+00,-4.795918367346938993e+00,-4.591836734693877986e+00,-4.387755102040816091e+00,-4.183673469387755084e+00,-3.979591836734694077e+00,-3.775510204081632626e+00,-3.571428571428571175e+00,-3.367346938775510168e+00,-3.163265306122449161e+00,-2.959183673469387710e+00,-2.755102040816326259e+00,-2.551020408163265252e+00,-2.346938775510204245e+00,-2.142857142857142794e+00,-1.938775510204081343e+00,-1.734693877551020336e+00,-1.530612244897959329e+00,-1.326530612244897878e+00,-1.122448979591836427e+00,-9.183673469387754196e-01,-7.142857142857144126e-01,-5.102040816326525174e-01,-3.061224489795915105e-01,-1.020408163265305035e-01,1.020408163265305035e-01,3.061224489795915105e-01,5.102040816326534056e-01,7.142857142857144126e-01,9.183673469387754196e-01,1.122448979591837315e+00,1.326530612244898322e+00,1.530612244897959329e+00,1.734693877551020336e+00,1.938775510204081343e+00,2.142857142857143238e+00,2.346938775510204245e+00,2.551020408163265252e+00,2.755102040816327147e+00,2.959183673469388154e+00,3.163265306122449161e+00,3.367346938775510168e+00,3.571428571428571175e+00,3.775510204081632182e+00,3.979591836734694965e+00,4.183673469387755972e+00,4.387755102040816979e+00,4.591836734693877986e+00,4.795918367346938993e+00,5.000000000000000000e+00
5.636363636363636020e-01,7.386594565751841701e-01,7.374460783362082328e-01,7.362947255538905278e-01,7.352052018703588709e-01,7.341666667501727250e-01,7.331250003708025265e-01,7.318041492364879552e-01,7.318947941302709204e-01,7.320047660590573990e-01,7.319242699775263539e-01,7.312380111913603375e-01,7.294806920347456369e-01,7.265136443850669368e-01,7.228175594815849925e-01,7.191998678363602515e-01,7.162261500433710903e-01,7.140400194176789173e-01,7.125339899089979667e-01,7.115345229883631717e-01,7.108875089208619436e-01,7.104779443357599478e-01,7.102255888065662770e-01,7.100761871849956552e-01,7.099942584151658354e-01,7.099583547585568422e-01,7.099583547585563981e-01,7.099942584151660574e-01,7.100761871849955442e-01,7.102255888065666101e-01,7.104779443357598367e-01,7.108875089208619436e-01,7.115345229883628386e-01,7.125339899089977447e-01,7.140400194176795834e-01,7.162261500433713124e-01,7.191998678363604736e-01,7.228175594815845484e-01,7.265136443850667147e-01,7.294806920347454149e-01,7.312380111913605596e-01,7.319242699775259098e-01,7.320047660590571770e-01,7.318947941302710314e-01,7.318041492364887324e-01,7.331250003708031926e-01,7.341666667501735022e-01,7.352052018703592040e-01,7.362947255538898617e-01,7.374460783362081218e-01,7.386594565751847252e-01
5.732220160791589025e-01,7.169437510968004190e-01,7.167706571891773182e-01,7.167350083732395571e-01,7.168245250892164577e-01,7.169733813458287752e-01,7.166410798183104891e-01,7.184308842183707577e-01,7.200583108133338239e-01,7.212110665438892232e-01,7.214512651257296572e-01,7.205729409165573252e-01,7.188745123022213246e-01,7.170176506380644410e-01,7.155808258023114155e-01,7.148069251819623160e-01,7.146650914390400011e-01,7.150050848468940679e-01,7.156590529647047783e-01,7.164817157892492405e-01,7.173583294929973819e-01,7.182014188491531170e-01,7.189454408999335078e-01,7.195422825366263320e-01,7.199580948866449726e-01,7.201712699982751875e-01,7.201712699982749655e-01,7.199580948866451946e-01,7.195422825366263320e-01,7.189454408999327306e-01,7.182014188491530060e-01,7.173583294929971599e-01,7.164817157892485744e-01,7.156590529647047783e-01,7.150050848468947340e-01,7.146650914390397791e-01,7.148069251819623160e-01,7.155808258023109714e-01,7.170176506380638859e-01,7.188745123022222128e-01,7.205729409165567700e-01,7.214512651257294351e-01,7.212110665438901114e-01,7.200583108133332688e-01,7.184308842183703137e-01,7.166410798183108222e-01,7.169733813458289973e-01,7.168245250892164577e-01,7.167350083732388910e-01,7.167706571891767631e-01,7.169437510967997529e-01
5.828076685219542030e-01,6.919177333150109410e-01,6.931018377792821372e-01,6.944515715444889992e-01,6.958760615526132787e-01,6.966874052784968185e-01,6.998441809914818235e-01,7.024529387476111664e-01,7.041457234580087432e-01,7.047453386699461531e-01,7.044700332971945977e-01,7.038784538116292788e-01,7.035277449647093784e-01,7.037095045499258683e-01,7.044453321678130209e-01,7.056119413008828944e-01,7.070487206135273039e-01,7.086103673741205311e-01,7.101822562777391212e-01,7.116794815237393879e-01,7.130410939390338099e-01,7.142241253644214805e-01,7.151987357816447233e-01,7.159446186254180278e-01,7.164484664386427948e-01,7.167022689213513598e-01,7.167022689213512487e-01,7.164484664386427948e-01,7.159446186254185829e-01,7.151987357816453894e-01,7.142241253644218135e-01,7.130410939390338099e-01,7.116794815237393879e-01,7.101822562777393433e-01,7.086103673741204201e-01,7.070487206135273039e-01,7.056119413008827834e-01,7.044453321678132429e-01,7.037095045499265344e-01,7.035277449647096004e-01,7.038784538116293898e-01,7.044700332971941537e-01,7.047453386699459310e-01,7.041457234580085212e-01,7.024529387476107223e-01,6.998441809914820455e-01,6.966874052784973737e-01,6.958760615526136117e-01,6.944515715444892212e-01,6.931018377792816931e-01,6.919177333150111631e-01
5.923933209647495035e-01,6.713035578637380763e-01,6.736753545632071516e-01,6.760239573254136491e-01,6.779611987417107910e-01,6.811287501415680401e-01,6.837328244906276664e-01,6.852635127736114162e-01,6.859337156485085796e-01,6.861925098428138803e-01,6.865129775141909363e-01,6.871770608665866975e-01,6.882406146589956641e-01,6.896217335668952675e-01,6.911945751685727446e-01,6.928417024612489872e-01,6.944718385195979282e-01,6.960204469607136346e-01,6.974445395474697662e-01,6.987167957461555279e-01,6.998206577364296521e-01,7.007466645441327024e-01,7.014898451634205001e-01,7.020479140692186260e-01,7.024200502815068914e-01,7.026061005567978413e-01,7.026061005567979523e-01,7.024200502815066693e-01,7.020479140692180708e-01,7.014898451634200560e-01,7.007466645441324804e-01,6.998206577364297631e-01,6.987167957461551948e-01,6.974445395474706544e-01,6.960204469607141897e-01,6.944718385195983723e-01,6.928417024612479880e-01,6.911945751685727446e-01,6.896217335668952675e-01,6.882406146589953311e-01,6.871770608665872526e-01,6.865129775141906032e-01,6.861925098428144354e-01,6.859337156485083575e-01,6.852635127736117493e-01,6.837328244906282215e-01,6.811287501415679291e-01,6.779611987417110130e-01,6.760239573254138712e-01,6.736753545632065965e-01,6.713035578637382983e-01
6.019789734075448040e-01,6.518439267904903023e-01,6.538862730690299108e-01,6.555655095149830469e-01,6.576842993119017544e-01,6.594245635694677699e-01,6.603700421429173906e-01,6.608676373992659059e-01,6.612664670987596915e-01,6.618069514480026116e-01,6.625778111611609900e-01,6.635580509544678485e-01,6.646789535631979495e-01,6.658660326089436143e-01,6.670573431188283609e-01,6.682075533294620229e-01,6.692860304035461727e-01,6.702733492541208538e-01,6.711579961978878517e-01,6.719337652505096292e-01,6.725978531286340711e-01,6.731495169737897744e-01,6.735891477107425196e-01,6.739176394546152471e-01,6.741359677645715198e-01,6.742449168652160374e-01,6.742449168652153713e-01,6.741359677645711868e-01,6.739176394546151361e-01,6.735891477107422975e-01,6.731495169737893303e-01,6.725978531286336271e-01,6.719337652505095182e-01,6.711579961978875186e-01,6.702733492541208538e-01,6.692860304035459507e-01,6.682075533294620229e-01,6.670573431188284719e-01,6.658660326089431702e-01,6.646789535631976165e-01,6.635580509544685146e-01,6.625778111611615451e-01,6.618069514480021676e-01,6.612664670987594695e-01,6.608676373992664610e-01,6.603700421429181677e-01,6.594245635694675478e-01,6.576842993119014213e-01,6.555655095149836020e-01,6.538862730690304659e-01,6.518439267904916345e-01
6.115646258503401045e-01,6.085457365150369613e-01,6.085568702173690392e-01,6.086795532707851564e-01,6.088585060389886117e-01,6.085939864645421027e-01,6.081495621582341249e-01,6.077217472630984663e-01,6.074299251627398588e-01,6.073175984215953838e-01,6.073770362351774699e-01,6.075760376352308256e-01,6.078760518762776899e-01,6.082413070011865042e-01,6.086421105307191493e-01,6.090552145534591233e-01,6.094630082303883478e-01,6.098524105115902261e-01,6.102138258918450298e-01,6.105402790286679204e-01,6.108267397138656962e-01,6.110696131160651134e-01,6.112663625466857598e-01,6.114152351196614488e-01,6.115150668279856205e-01,6.115651497858349828e-01,6.115651497858348717e-01,6.115150668279857316e-01,6.114152351196610047e-01,6.112663625466862038e-01,6.110696131160635591e-01,6.108267397138658072e-01,6.105402790286688086e-01,6.102138258918454738e-01,6.098524105115901150e-01,6.094630082303879037e-01,6.090552145534593453e-01,6.086421105307190382e-01,6.082413070011860601e-01,6.078760518762778009e-01,6.075760376352296044e-01,6.073770362351776919e-01,6.073175984215954948e-01,6.074299251627397478e-01,6.077217472630989104e-01,6.081495621582327926e-01,6.085939864645413255e-01,6.088585060389886117e-01,6.086795532707856005e-01,6.085568702173681510e-01,6.085457365150374054e-01
6.211502782931354050e-01,5.277826036706854129e-01,5.256645567773970962e-01,5.238642174300129906e-01,5.217585300387898029e-01,5.195675652676943201e-01,5.174402885748418113e-01,5.154806372437592543e-01,5.137442739658315549e-01,5.122469104487000768e-01,5.109782497920108968e-01,5.099147457610746503e-01,5.090284267319663547e-01,5.082918995771872339e-01,5.076806629467465193e-01,5.071738435159485192e-01,5.067541372414509082e-01,5.064074185750427892e-01,5.061222601343662308e-01,5.058894751169837889e-01,5.057017254378893822e-01,5.055532049924666982e-01,5.054393930566886128e-01,5.053568680402235058e-01,5.053031714557851828e-01,5.052767134627315082e-01,5.052767134627313972e-01,5.053031714557847387e-01,5.053568680402230617e-01,5.054393930566888349e-01,5.055532049924674753e-01,5.057017254378888271e-01,5.058894751169830117e-01,5.061222601343672300e-01,5.064074185750426782e-01,5.067541372414510192e-01,5.071738435159492964e-01,5.076806629467454091e-01,5.082918995771877890e-01,5.090284267319663547e-01,5.099147457610747614e-01,5.109782497920106747e-01,5.122469104487004099e-01,5.137442739658316659e-01,5.154806372437594764e-01,5.174402885748419223e-01,5.195675652676943201e-01,5.217585300387896918e-01,5.238642174300125465e-01,5.256645567773966521e-01,5.277826036706853019e-01
6.307359307359307055e-01,6.081553099204027868e-01,6.052884989459218490e-01,6.020972361371045301e-01,5.989199686976454107e-01,5.959574724674076007e-01,5.933364741189429692e-01,5.911024423020045937e-01,5.892401454124898130e-01,5.877028305196229097e-01,5.864348507996887117e-01,5.853841694532108120e-01,5.845072333293686029e-01,5.837696433453031242e-01,5.831450423516012505e-01,5.826135205072876522e-01,5.821601055305775096e-01,5.817735240188752766e-01,5.814452523042630272e-01,5.811688152441982780e-01,5.809392787051232965e-01,5.807528867195704825e-01,5.806068043985797011e-01,5.804989376266557199e-01,5.804278088119400048e-01,5.803924743551506227e-01,5.803924743551501786e-01,5.804278088119405599e-01,5.804989376266561640e-01,5.806068043985797011e-01,5.807528867195702604e-01,5.809392787051234075e-01,5.811688152441988331e-01,5.814452523042633603e-01,5.817735240188756096e-01,5.821601055305773986e-01,5.826135205072883183e-01,5.831450423516014725e-01,5.837696433453037903e-01,5.845072333293688249e-01,5.853841694532103679e-01,5.864348507996886006e-01,5.877028305196229097e-01,5.892401454124905902e-01,5.911024423020048157e-01,5.933364741189434133e-01,5.959574724674068236e-01,5.989199686976448556e-01,6.020972361371043080e-01,6.052884989459221821e-01,6.081553099204027868e-01
6.403215831787260059e-01,7.174535993807794609e-01,7.162024116421070730e-01,7.147953888074054518e-01,7.134370288444102925e-01,7.122529573122889923e-01,7.113007884999857922e-01,7.105935546502996081e-01,7.101210335270641272e-01,7.098634042387977905e-01,7.097981870275191785e-01,7.099029894287361975e-01,7.101560994430144991e-01,7.105361707943294025e-01,7.110216613733766344e-01,7.115903447532042625e-01,7.122190348316486119e-01,7.128835723067225016e-01,7.135590739125028392e-01,7.142204176617232836e-01,7.148429190188384519e-01,7.154031399192485319e-01,7.158797639523117873e-01,7.162544671073887148e-01,7.165127146557891402e-01,7.166444210824038930e-01,7.166444210824032268e-01,7.165127146557886961e-01,7.162544671073891589e-01,7.158797639523124534e-01,7.154031399192483098e-01,7.148429190188378968e-01,7.142204176617237277e-01,7.135590739125031723e-01,7.128835723067221686e-01,7.122190348316486119e-01,7.115903447532041515e-01,7.110216613733763014e-01,7.105361707943294025e-01,7.101560994430144991e-01,7.099029894287366416e-01,7.097981870275191785e-01,7.098634042387979015e-01,7.101210335270641272e-01,7.105935546502991640e-01,7.113007884999854591e-01,7.122529573122889923e-01,7.134370288444102925e-01,7.147953888074056739e-01,7.162024116421064068e-01,7.174535993807800160e-01
