nan,-5.000000000000000000e+00,-4.864864864864864913e+00,-4.729729729729729826e+00,-4.594594594594594739e+00,-4.459459459459459651e+00,-4.324324324324324564e+00,-4.189189189189189477e+00,-4.054054054054054390e+00,-3.918918918918918859e+00,-3.783783783783783772e+00,-3.648648648648648685e+00,-3.513513513513513153e+00,-3.378378378378378066e+00,-3.243243243243242979e+00,-3.108108108108107892e+00,-2.972972972972972805e+00,-2.837837837837837718e+00,-2.702702702702702631e+00,-2.567567567567567544e+00,-2.432432432432432456e+00,-2.297297297297297369e+00,-2.162162162162161838e+00,-2.027027027027026751e+00,-1.891891891891891664e+00,-1.756756756756756577e+00,-1.621621621621621490e+00,-1.486486486486486402e+00,-1.351351351351351315e+00,-1.216216216216215784e+00,-1.081081081081080697e+00,-9.459459459459456099e-01,-8.108108108108105228e-01,-6.756756756756754356e-01,-5.405405405405403485e-01,-4.054054054054052614e-01,-2.702702702702701743e-01,-1.351351351351350871e-01,0.000000000000000000e+00,1.351351351351350871e-01,2.702702702702701743e-01,4.054054054054052614e-01,5.405405405405412367e-01,6.756756756756763238e-01,8.108108108108114109e-01,9.459459459459464981e-01,1.081081081081081585e+00,1.216216216216216672e+00,1.351351351351351759e+00,1.486486486486486847e+00,1.621621621621621934e+00,1.756756756756757021e+00,1.891891891891892108e+00,2.027027027027027195e+00,2.162162162162162282e+00,2.297297297297297369e+00,2.432432432432432456e+00,2.567567567567568432e+00,2.702702702702703519e+00,2.837837837837838606e+00,2.972972972972973693e+00,3.108108108108108780e+00,3.243243243243243867e+00,3.378378378378378954e+00,3.513513513513514042e+00,3.648648648648649129e+00,3.783783783783784216e+00,3.918918918918919303e+00,4.054054054054054390e+00,4.189189189189189477e+00,4.324324324324324564e+00,4.459459459459459651e+00,4.594594594594594739e+00,4.729729729729729826e+00,4.864864864864864913e+00,5.000000000000000000e+00
5.636363636363636020e-01,4.747536446499067697e-01,4.698132655586646500e-01,4.653779346577443521e-01,4.614723169883012122e-01,4.581085678886241408e-01,4.552874015097793103e-01,4.529994975192556672e-01,4.512271080853032523e-01,4.499457428953833049e-01,4.491258318969977847e-01,4.487342897650413720e-01,4.487359297175506079e-01,4.490946950394931747e-01,4.497746931321141006e-01,4.507410282022689119e-01,4.519604340869744497e-01,4.534017069686735457e-01,4.550359262528123061e-01,4.568364246855356470e-01,4.587784121727684350e-01,4.608380389410813849e-01,4.629904182071410412e-01,4.652054733474567660e-01,4.674386142194899008e-01,4.696067861387447362e-01,4.715095992791126789e-01,4.723714047583009723e-01,4.747430496385190435e-01,4.829223884025169999e-01,4.903523407823834335e-01,4.972339330312653960e-01,5.034590559986656944e-01,5.088642220009924610e-01,5.133108148223515244e-01,5.167256256910384149e-01,5.191070905921244538e-01,5.205006140457274499e-01,5.209578192664505725e-01,5.205006140457272279e-01,5.191070905921235656e-01,5.167256256910384149e-01,5.133108148223513023e-01,5.088642220009926831e-01,5.034590559986652503e-01,4.972339330312650074e-01,4.903523407823820457e-01,4.829223884025161673e-01,4.747430496385192655e-01,4.723714047583006392e-01,4.715095992791123458e-01,4.696067861387436815e-01,4.674386142194895677e-01,4.652054733474565440e-01,4.629904182071422070e-01,4.608380389410806077e-01,4.587784121727693232e-01,4.568364246855344257e-01,4.550359262528125837e-01,4.534017069686741008e-01,4.519604340869746717e-01,4.507410282022695225e-01,4.497746931321137120e-01,4.490946950394924531e-01,4.487359297175511075e-01,4.487342897650403728e-01,4.491258318969992835e-01,4.499457428953832494e-01,4.512271080853028637e-01,4.529994975192565554e-01,4.552874015097783666e-01,4.581085678886234192e-01,4.614723169883013232e-01,4.653779346577457399e-01,4.698132655586648165e-01,4.747536446499071583e-01
5.699836199836199047e-01,4.514469690417799441e-01,4.436533319838196765e-01,4.366357954873826830e-01,4.304362777393641037e-01,4.250739128450451432e-01,4.205474928917094513e-01,4.168384484313302218e-01,4.139140850408291605e-01,4.117308394237780833e-01,4.102373734588650178e-01,4.093773802374751081e-01,4.090920264216242330e-01,4.093219964711149461e-01,4.100091345330227899e-01,4.110976982112227174e-01,4.125352442626162852e-01,4.142731574310815623e-01,4.162668044703177195e-01,4.184752318681904115e-01,4.208601935858847787e-01,4.233840063991383684e-01,4.260050358137294491e-01,4.286676920473175278e-01,4.312773029582653295e-01,4.336201641304566756e-01,4.349337266317497841e-01,4.365967672445100756e-01,4.458751610494732787e-01,4.541304055810949647e-01,4.615805569367335548e-01,4.681268331222533385e-01,4.736586209575704420e-01,4.781247897697956106e-01,4.815512779205338156e-01,4.840271313142556209e-01,4.856729158583671380e-01,4.866050223415670506e-01,4.869058624721812056e-01,4.866050223415675502e-01,4.856729158583674155e-01,4.840271313142556209e-01,4.815512779205343707e-01,4.781247897697951665e-01,4.736586209575708861e-01,4.681268331222536161e-01,4.615805569367337768e-01,4.541304055810950202e-01,4.458751610494732232e-01,4.365967672445091874e-01,4.349337266317486739e-01,4.336201641304559540e-01,4.312773029582658291e-01,4.286676920473161956e-01,4.260050358137292825e-01,4.233840063991385905e-01,4.208601935858845011e-01,4.184752318681904115e-01,4.162668044703171644e-01,4.142731574310810627e-01,4.125352442626154525e-01,4.110976982112216627e-01,4.100091345330217907e-01,4.093219964711143355e-01,4.090920264216232338e-01,4.093773802374759962e-01,4.102373734588649068e-01,4.117308394237775837e-01,4.139140850408286054e-01,4.168384484313301663e-01,4.205474928917089517e-01,4.250739128450448101e-01,4.304362777393643813e-01,4.366357954873824054e-01,4.436533319838190659e-01,4.514469690417802772e-01
5.763308763308763183e-01,4.247033866940430613e-01,4.141364812390292971e-01,4.045392726067653100e-01,3.959878540898705834e-01,3.885256096520301461e-01,3.821657124105279912e-01,3.768947285326150198e-01,3.726769127819533067e-01,3.694588086587836107e-01,3.671738239413614435e-01,3.657465271462470024e-01,3.650964888639749995e-01,3.651415636608539850e-01,3.658005658654814307e-01,3.669953310255016365e-01,3.686521697865963731e-01,3.707027059360246124e-01,3.730840314263435542e-01,3.757379750339914781e-01,3.786089832424951451e-01,3.816394145726305087e-01,3.847591796081851756e-01,3.878605247870657857e-01,3.907214913525344779e-01,3.926293884973663384e-01,3.935257829595514290e-01,4.039591156919745685e-01,4.128932610072404974e-01,4.207160916058219069e-01,4.274148125994287617e-01,4.329722643361415546e-01,4.374248204820674335e-01,4.408638625266925737e-01,4.434168249944907547e-01,4.452226021903752939e-01,4.464094204032366675e-01,4.470785822855293246e-01,4.472943237810893535e-01,4.470785822855294356e-01,4.464094204032373336e-01,4.452226021903769038e-01,4.434168249944908657e-01,4.408638625266919631e-01,4.374248204820676555e-01,4.329722643361414991e-01,4.274148125994287617e-01,4.207160916058210187e-01,4.128932610072414966e-01,4.039591156919751236e-01,3.935257829595516510e-01,3.926293884973664494e-01,3.907214913525343669e-01,3.878605247870651196e-01,3.847591796081850091e-01,3.816394145726300646e-01,3.786089832424952561e-01,3.757379750339912561e-01,3.730840314263433322e-01,3.707027059360253340e-01,3.686521697865970393e-01,3.669953310255018031e-01,3.658005658654808201e-01,3.651415636608540405e-01,3.650964888639754435e-01,3.657465271462470580e-01,3.671738239413611660e-01,3.694588086587839437e-01,3.726769127819534178e-01,3.768947285326159635e-01,3.821657124105281023e-01,3.885256096520294800e-01,3.959878540898705279e-01,4.045392726067650324e-01,4.141364812390292971e-01,4.247033866940428393e-01
5.826781326781326209e-01,4.063534589644934858e-01,3.933164082959151875e-01,3.811848713542389522e-01,3.700996610271725662e-01,3.601662308554531844e-01,3.514534662539534615e-01,3.439945154475679834e-01,3.377893984140081240e-01,3.328089973378904332e-01,3.289999626665912058e-01,3.262900635409276551e-01,3.245935574650278266e-01,3.238162321579018399e-01,3.238598610563029889e-01,3.246258922617629716e-01,3.260182393918462096e-01,3.279450400289168344e-01,3.303191586849497097e-01,3.330569605999513239e-01,3.360742648639050700e-01,3.392767380871951621e-01,3.425367015566295192e-01,3.456256826486235334e-01,3.479111326316606245e-01,3.475909414924339691e-01,3.587281013597128920e-01,3.677930844233620045e-01,3.755351256556089812e-01,3.820661326120600720e-01,3.874583513045604111e-01,3.918059303167131802e-01,3.952267445503426790e-01,3.978500196351267837e-01,3.998023814539178322e-01,4.011967848078428767e-01,4.021253120962599570e-01,4.026552522618351282e-01,4.028273576677425249e-01,4.026552522618352392e-01,4.021253120962597905e-01,4.011967848078424326e-01,3.998023814539181653e-01,3.978500196351272278e-01,3.952267445503423460e-01,3.918059303167126251e-01,3.874583513045586347e-01,3.820661326120600720e-01,3.755351256556090367e-01,3.677930844233617269e-01,3.587281013597121149e-01,3.475909414924340801e-01,3.479111326316611241e-01,3.456256826486244216e-01,3.425367015566295747e-01,3.392767380871952732e-01,3.360742648639049590e-01,3.330569605999508243e-01,3.303191586849477668e-01,3.279450400289181666e-01,3.260182393918454880e-01,3.246258922617621945e-01,3.238598610563028779e-01,3.238162321579018399e-01,3.245935574650276045e-01,3.262900635409282102e-01,3.289999626665913723e-01,3.328089973378902666e-01,3.377893984140079020e-01,3.439945154475677058e-01,3.514534662539530729e-01,3.601662308554537395e-01,3.700996610271728438e-01,3.811848713542384526e-01,3.933164082959146879e-01,4.063534589644942630e-01
5.890253890253890345e-01,4.024767072097769072e-01,3.880261557738264311e-01,3.740543162725946114e-01,3.607634051630383976e-01,3.483362526850339314e-01,3.369287960232858481e-01,3.266642250162852257e-01,3.176292836918186979e-01,3.098729663191879813e-01,3.034075600080730628e-01,2.982117293346217557e-01,2.942351514354518138e-01,2.914041103636499930e-01,2.896274416457245704e-01,2.888022562184333619e-01,2.888189262884915398e-01,2.895648279938224379e-01,2.909262193807274355e-01,2.927872002593176481e-01,2.950234071032933336e-01,2.974838816627949911e-01,2.999371195746720065e-01,3.018445805735386900e-01,2.992637267974919135e-01,3.104707385062528413e-01,3.189203832128875149e-01,3.260518774870098668e-01,3.320784362657557276e-01,3.371169712827646325e-01,3.412724294908177636e-01,3.446498186955077037e-01,3.473514807679239369e-01,3.494719424940738728e-01,3.510937787187107251e-01,3.522851798737845486e-01,3.530989560967784935e-01,3.535724464286241209e-01,3.537278274925927390e-01,3.535724464286230662e-01,3.530989560967776608e-01,3.522851798737848261e-01,3.510937787187107251e-01,3.494719424940742614e-01,3.473514807679234373e-01,3.446498186955080367e-01,3.412724294908179301e-01,3.371169712827650211e-01,3.320784362657552280e-01,3.260518774870105330e-01,3.189203832128872929e-01,3.104707385062523417e-01,2.992637267974926907e-01,3.018445805735378018e-01,2.999371195746716179e-01,2.974838816627947136e-01,2.950234071032938887e-01,2.927872002593182588e-01,2.909262193807273245e-01,2.895648279938224379e-01,2.888189262884919839e-01,2.888022562184329733e-01,2.896274416457244039e-01,2.914041103636493824e-01,2.942351514354508701e-01,2.982117293346219222e-01,3.034075600080732293e-01,3.098729663191886474e-01,3.176292836918186979e-01,3.266642250162851702e-01,3.369287960232864032e-01,3.483362526850338758e-01,3.607634051630387861e-01,3.740543162725951665e-01,3.880261557738254319e-01,4.024767072097758525e-01
5.953726453726453371e-01,4.086233338918386915e-01,3.948048632412176628e-01,3.808176328707431613e-01,3.668488964888579340e-01,3.530967163173674983e-01,3.397616454435579136e-01,3.270373876591700646e-01,3.151012889578755916e-01,3.041056166184200604e-01,2.941705295505286921e-01,2.853794382197830104e-01,2.777771318616285012e-01,2.713706776718622371e-01,2.661327373064308888e-01,2.620066455820438400e-01,2.589123584359709906e-01,2.567521439950499196e-01,2.554144967898694940e-01,2.547737498897876263e-01,2.546796922433717802e-01,2.549189398693764708e-01,2.550558739407280395e-01,2.526464461732667588e-01,2.590898630553279403e-01,2.659777497492691878e-01,2.718423871747430720e-01,2.769342720202437325e-01,2.813527854015532292e-01,2.851633757124840129e-01,2.884212296008200616e-01,2.911762781817713308e-01,2.934734765554513070e-01,2.953521274316721068e-01,2.968453337933101288e-01,2.979797980893382769e-01,2.987759025788068179e-01,2.992479371122153675e-01,2.994043506851258862e-01,2.992479371122158671e-01,2.987759025788059852e-01,2.979797980893394427e-01,2.968453337933095182e-01,2.953521274316720513e-01,2.934734765554517510e-01,2.911762781817712753e-01,2.884212296008198395e-01,2.851633757124849566e-01,2.813527854015534513e-01,2.769342720202441765e-01,2.718423871747429610e-01,2.659777497492688547e-01,2.590898630553284954e-01,2.526464461732667033e-01,2.550558739407278175e-01,2.549189398693766373e-01,2.546796922433711141e-01,2.547737498897880704e-01,2.554144967898694385e-01,2.567521439950500861e-01,2.589123584359709351e-01,2.620066455820432849e-01,2.661327373064311663e-01,2.713706776718627367e-01,2.777771318616297225e-01,2.853794382197830104e-01,2.941705295505283591e-01,3.041056166184200049e-01,3.151012889578751475e-01,3.270373876591694540e-01,3.397616454435579136e-01,3.530967163173674428e-01,3.668488964888576565e-01,3.808176328707434388e-01,3.948048632412179959e-01,4.086233338918390801e-01
6.017199017199017508e-01,4.117806248454867757e-01,4.009427141309069298e-01,3.894217629076339171e-01,3.772965501406428945e-01,3.646715958263269108e-01,3.516762711050535617e-01,3.384618958777040332e-01,3.251967106797590823e-01,3.120589047255221682e-01,2.992282187499878954e-01,2.868769490278517686e-01,2.751613744501641978e-01,2.642146375409665238e-01,2.541418883955258723e-01,2.450180418478988265e-01,2.368878216709144335e-01,2.297668637309178974e-01,2.236413375654638380e-01,2.184608874299180103e-01,2.141110707755021214e-01,2.103061657613852220e-01,2.057719311232381887e-01,2.062049171049828156e-01,2.100173844573949011e-01,2.134598160697175617e-01,2.167448335323262643e-01,2.198916260536856182e-01,2.228774909752591349e-01,2.256706134433208444e-01,2.282400991407317892e-01,2.305591516251813411e-01,2.326057634631538418e-01,2.343624676105258153e-01,2.358157747678952532e-01,2.369555640993299128e-01,2.377745403454694650e-01,2.382678011266769202e-01,2.384325277830422196e-01,2.382678011266770035e-01,2.377745403454695483e-01,2.369555640993306345e-01,2.358157747678961969e-01,2.343624676105256210e-01,2.326057634631530091e-01,2.305591516251808692e-01,2.282400991407313728e-01,2.256706134433194566e-01,2.228774909752589961e-01,2.198916260536863954e-01,2.167448335323266251e-01,2.134598160697171731e-01,2.100173844573946236e-01,2.062049171049820662e-01,2.057719311232379944e-01,2.103061657613860269e-01,2.141110707755024545e-01,2.184608874299175940e-01,2.236413375654640601e-01,2.297668637309183415e-01,2.368878216709141837e-01,2.450180418478984101e-01,2.541418883955258723e-01,2.642146375409665238e-01,2.751613744501645309e-01,2.868769490278508250e-01,2.992282187499874513e-01,3.120589047255221127e-01,3.251967106797604146e-01,3.384618958777051989e-01,3.516762711050532286e-01,3.646715958263277435e-01,3.772965501406440048e-01,3.894217629076338616e-01,4.009427141309057085e-01,4.117806248454865536e-01
6.080671580671580534e-01,3.942994072921566784e-01,3.878360659715833769e-01,3.805942309629077314e-01,3.725367326305458193e-01,3.636381964968211089e-01,3.538885376524607551e-01,3.432966217860055069e-01,3.318938323986317940e-01,3.197372212188108187e-01,3.069118869966064866e-01,2.935322390926185521e-01,2.797418546833894681e-01,2.657117064200691936e-01,2.516365676983194355e-01,2.377293189625824255e-01,2.242125853759876219e-01,2.113064701434108072e-01,1.992095561372125012e-01,1.880651909015856049e-01,1.778799705163487677e-01,1.681206852825437303e-01,1.609360970782340861e-01,1.590322842767031564e-01,1.577156995432822117e-01,1.571462989903739949e-01,1.572531508745644568e-01,1.579128240393745941e-01,1.589893379606041324e-01,1.603499421996554819e-01,1.618725705599657061e-01,1.634492920038604080e-01,1.649875275198204316e-01,1.664099829559550769e-01,1.676538880546996901e-01,1.686699297771621919e-01,1.694211370885312373e-01,1.698818847088060247e-01,1.700371212937464849e-01,1.698818847088065520e-01,1.694211370885319312e-01,1.686699297771613870e-01,1.676538880547001620e-01,1.664099829559566590e-01,1.649875275198201263e-01,1.634492920038605468e-01,1.618725705599663445e-01,1.603499421996548713e-01,1.589893379606031609e-01,1.579128240393751492e-01,1.572531508745645401e-01,1.571462989903739671e-01,1.577156995432831554e-01,1.590322842767029066e-01,1.609360970782337530e-01,1.681206852825439524e-01,1.778799705163486289e-01,1.880651909015858270e-01,1.992095561372125012e-01,2.113064701434111126e-01,2.242125853759882603e-01,2.377293189625828140e-01,2.516365676983196020e-01,2.657117064200694712e-01,2.797418546833893571e-01,2.935322390926186631e-01,3.069118869966058205e-01,3.197372212188116514e-01,3.318938323986316830e-01,3.432966217860061731e-01,3.538885376524589232e-01,3.636381964968212754e-01,3.725367326305469295e-01,3.805942309629075648e-01,3.878360659715828218e-01,3.942994072921569004e-01
6.144144144144143560e-01,3.436330469482403727e-01,3.406761790212943231e-01,3.372171851034394541e-01,3.331842018211806922e-01,3.285023932858381901e-01,3.230951169131706102e-01,3.168859144136582096e-01,3.098015529160035864e-01,3.017763370172257820e-01,2.927578579022006022e-01,2.827142095092274321e-01,2.716424491674934161e-01,2.595776818693268373e-01,2.466015944798432558e-01,2.328485822551510098e-01,2.185068266070234466e-01,2.038106610767835836e-01,1.890181303551565217e-01,1.743564283086508904e-01,1.598269447691649248e-01,1.456459892235618669e-01,1.364005722346518512e-01,1.280200327265134386e-01,1.208197996177305666e-01,1.148501632822405000e-01,1.100730296783118539e-01,1.063975283999190613e-01,1.036991760233594295e-01,1.018342654120046598e-01,1.006514721142794389e-01,1.000010627681976738e-01,9.974187394803657458e-02,9.974629618243460727e-02,9.990358670938660757e-02,1.001218814336930080e-01,1.003292750823960855e-01,1.004742999498440120e-01,1.005260720090392079e-01,1.004742999498443590e-01,1.003292750823958357e-01,1.001218814336928969e-01,9.990358670938648267e-02,9.974629618243474605e-02,9.974187394803589457e-02,1.000010627681972575e-01,1.006514721142796609e-01,1.018342654120050067e-01,1.036991760233598320e-01,1.063975283999188254e-01,1.100730296783117151e-01,1.148501632822411245e-01,1.208197996177303585e-01,1.280200327265139382e-01,1.364005722346514071e-01,1.456459892235608955e-01,1.598269447691645639e-01,1.743564283086515565e-01,1.890181303551565495e-01,2.038106610767835836e-01,2.185068266070239185e-01,2.328485822551522588e-01,2.466015944798440884e-01,2.595776818693268928e-01,2.716424491674940822e-01,2.827142095092279872e-01,2.927578579021999361e-01,3.017763370172260040e-01,3.098015529160038084e-01,3.168859144136587092e-01,3.230951169131712208e-01,3.285023932858381346e-01,3.331842018211816359e-01,3.372171851034382883e-01,3.406761790212946561e-01,3.436330469482410388e-01
